studentId,term,amount,discountAmount,fineAmount,receiptDate,remarks
fd82a73d-0dc6-467c-9373-77de9f555667,TERM_2,7550,0,0,26-08-2025,Fees Collected for TERM_2 ON 26-08-2025
fd82a73d-0dc6-467c-9373-77de9f555667,TERM_3,7150,0,0,27-10-2025,Fees Collected for TERM_3 ON 27-10-2025
fd82a73d-0dc6-467c-9373-77de9f555667,TERM_4,7150,0,0,04-05-2025,Fees Collected for TERM_4 ON 04-05-2025
b8ccb87c-2beb-42ac-afcb-d2f8ce9054c4,TERM_1,0,0,0,03-10-2025,Fees Collected for TERM_1 ON 03-10-2025
b8ccb87c-2beb-42ac-afcb-d2f8ce9054c4,TERM_2,0,0,0,31-01-2025,Fees Collected for TERM_2 ON 31-01-2025
b8ccb87c-2beb-42ac-afcb-d2f8ce9054c4,TERM_4,0,0,0,29-03-2025,Fees Collected for TERM_4 ON 29-03-2025
6f0e486c-eec2-4120-8819-92f1fbc2d5c4,TERM_1,7150,0,0,16-12-2024,Fees Collected for TERM_1 ON 16-12-2024
6f0e486c-eec2-4120-8819-92f1fbc2d5c4,TERM_2,7550,0,0,15-12-2024,Fees Collected for TERM_2 ON 15-12-2024
6f0e486c-eec2-4120-8819-92f1fbc2d5c4,TERM_3,7150,0,0,23-11-2024,Fees Collected for TERM_3 ON 23-11-2024
6f0e486c-eec2-4120-8819-92f1fbc2d5c4,TERM_4,7150,0,0,30-08-2025,Fees Collected for TERM_4 ON 30-08-2025
f3cac5ae-4222-4b47-a0f4-1d321090cb82,TERM_1,7150,0,0,17-06-2025,Fees Collected for TERM_1 ON 17-06-2025
f3cac5ae-4222-4b47-a0f4-1d321090cb82,TERM_2,7550,0,0,06-08-2025,Fees Collected for TERM_2 ON 06-08-2025
f3cac5ae-4222-4b47-a0f4-1d321090cb82,TERM_3,7150,0,0,29-11-2025,Fees Collected for TERM_3 ON 29-11-2025
f3cac5ae-4222-4b47-a0f4-1d321090cb82,TERM_4,7150,0,0,09-08-2025,Fees Collected for TERM_4 ON 09-08-2025
345ee76d-6286-4d5a-8943-50ea5b8688fd,TERM_1,7150,0,0,12-10-2024,Fees Collected for TERM_1 ON 12-10-2024
345ee76d-6286-4d5a-8943-50ea5b8688fd,TERM_2,7550,0,0,15-10-2025,Fees Collected for TERM_2 ON 15-10-2025
345ee76d-6286-4d5a-8943-50ea5b8688fd,TERM_3,7150,0,0,30-01-2025,Fees Collected for TERM_3 ON 30-01-2025
345ee76d-6286-4d5a-8943-50ea5b8688fd,TERM_4,7150,0,0,31-05-2025,Fees Collected for TERM_4 ON 31-05-2025
9ff66af8-06e7-4e04-a780-e0668d900fd2,TERM_1,7150,0,0,05-11-2025,Fees Collected for TERM_1 ON 05-11-2025
9ff66af8-06e7-4e04-a780-e0668d900fd2,TERM_2,7550,0,0,01-09-2024,Fees Collected for TERM_2 ON 01-09-2024
9ff66af8-06e7-4e04-a780-e0668d900fd2,TERM_3,7150,0,0,01-10-2024,Fees Collected for TERM_3 ON 01-10-2024
9ff66af8-06e7-4e04-a780-e0668d900fd2,TERM_4,7150,0,0,22-09-2024,Fees Collected for TERM_4 ON 22-09-2024
0f0c0af3-58f2-4bf0-94ce-490f19edef0b,TERM_1,7150,0,0,03-04-2025,Fees Collected for TERM_1 ON 03-04-2025
0f0c0af3-58f2-4bf0-94ce-490f19edef0b,TERM_2,7550,0,0,02-07-2024,Fees Collected for TERM_2 ON 02-07-2024
0f0c0af3-58f2-4bf0-94ce-490f19edef0b,TERM_3,7150,0,0,31-05-2025,Fees Collected for TERM_3 ON 31-05-2025
0f0c0af3-58f2-4bf0-94ce-490f19edef0b,TERM_4,7150,0,0,03-07-2024,Fees Collected for TERM_4 ON 03-07-2024
ec48c096-3d80-4406-b4d1-3f7f0b0c4701,TERM_1,7150,0,0,26-08-2024,Fees Collected for TERM_1 ON 26-08-2024
ec48c096-3d80-4406-b4d1-3f7f0b0c4701,TERM_2,7550,0,0,02-05-2025,Fees Collected for TERM_2 ON 02-05-2025
ec48c096-3d80-4406-b4d1-3f7f0b0c4701,TERM_3,7150,0,0,29-07-2024,Fees Collected for TERM_3 ON 29-07-2024
ec48c096-3d80-4406-b4d1-3f7f0b0c4701,TERM_4,7150,0,0,24-09-2024,Fees Collected for TERM_4 ON 24-09-2024
fd92313c-250b-4990-a5fa-5b0266c822b0,TERM_1,7150,0,0,06-09-2025,Fees Collected for TERM_1 ON 06-09-2025
fd92313c-250b-4990-a5fa-5b0266c822b0,TERM_2,7550,0,0,03-08-2025,Fees Collected for TERM_2 ON 03-08-2025
fd92313c-250b-4990-a5fa-5b0266c822b0,TERM_3,7150,0,0,20-07-2025,Fees Collected for TERM_3 ON 20-07-2025
fd92313c-250b-4990-a5fa-5b0266c822b0,TERM_4,7150,0,0,17-12-2025,Fees Collected for TERM_4 ON 17-12-2025
39309154-7b07-4dfe-93a9-e8e3dac16393,TERM_1,7150,0,0,24-06-2024,Fees Collected for TERM_1 ON 24-06-2024
39309154-7b07-4dfe-93a9-e8e3dac16393,TERM_2,7550,0,0,10-10-2025,Fees Collected for TERM_2 ON 10-10-2025
39309154-7b07-4dfe-93a9-e8e3dac16393,TERM_3,7150,0,0,07-09-2025,Fees Collected for TERM_3 ON 07-09-2025
39309154-7b07-4dfe-93a9-e8e3dac16393,TERM_4,7150,0,0,22-06-2024,Fees Collected for TERM_4 ON 22-06-2024
5c1cf0df-e935-4877-9157-1d626f525abd,TERM_1,7150,0,0,01-10-2024,Fees Collected for TERM_1 ON 01-10-2024
5c1cf0df-e935-4877-9157-1d626f525abd,TERM_2,7550,0,0,12-08-2024,Fees Collected for TERM_2 ON 12-08-2024
5c1cf0df-e935-4877-9157-1d626f525abd,TERM_3,7150,0,0,21-05-2025,Fees Collected for TERM_3 ON 21-05-2025
5c1cf0df-e935-4877-9157-1d626f525abd,TERM_4,7150,0,0,09-12-2024,Fees Collected for TERM_4 ON 09-12-2024
adee3033-f12d-44c8-bf60-0d253a66afca,TERM_1,7150,0,0,05-08-2025,Fees Collected for TERM_1 ON 05-08-2025
adee3033-f12d-44c8-bf60-0d253a66afca,TERM_2,7550,0,0,12-07-2025,Fees Collected for TERM_2 ON 12-07-2025
adee3033-f12d-44c8-bf60-0d253a66afca,TERM_3,7150,0,0,13-06-2025,Fees Collected for TERM_3 ON 13-06-2025
adee3033-f12d-44c8-bf60-0d253a66afca,TERM_4,7150,0,0,02-03-2025,Fees Collected for TERM_4 ON 02-03-2025
6701feda-4d53-401f-bcc5-9a23b51cf340,TERM_1,7150,0,0,23-12-2025,Fees Collected for TERM_1 ON 23-12-2025
6701feda-4d53-401f-bcc5-9a23b51cf340,TERM_2,7550,0,0,29-01-2025,Fees Collected for TERM_2 ON 29-01-2025
6701feda-4d53-401f-bcc5-9a23b51cf340,TERM_3,7150,0,0,22-04-2025,Fees Collected for TERM_3 ON 22-04-2025
6701feda-4d53-401f-bcc5-9a23b51cf340,TERM_4,7150,0,0,04-02-2025,Fees Collected for TERM_4 ON 04-02-2025
b3009bb3-446b-4472-b24d-3952257d126c,TERM_1,7150,0,0,11-10-2025,Fees Collected for TERM_1 ON 11-10-2025
b3009bb3-446b-4472-b24d-3952257d126c,TERM_2,7550,0,0,04-05-2025,Fees Collected for TERM_2 ON 04-05-2025
b3009bb3-446b-4472-b24d-3952257d126c,TERM_3,7150,0,0,25-01-2025,Fees Collected for TERM_3 ON 25-01-2025
b3009bb3-446b-4472-b24d-3952257d126c,TERM_4,7150,0,0,29-06-2024,Fees Collected for TERM_4 ON 29-06-2024
92215553-3c91-477e-8db7-b015fd119896,TERM_1,7150,0,0,16-01-2025,Fees Collected for TERM_1 ON 16-01-2025
92215553-3c91-477e-8db7-b015fd119896,TERM_2,7550,0,0,17-10-2025,Fees Collected for TERM_2 ON 17-10-2025
92215553-3c91-477e-8db7-b015fd119896,TERM_3,7150,0,0,09-08-2024,Fees Collected for TERM_3 ON 09-08-2024
92215553-3c91-477e-8db7-b015fd119896,TERM_4,0,0,0,10-01-2025,Fees Collected for TERM_4 ON 10-01-2025
093351fb-8b58-4c77-851f-efc1fb59bfb2,TERM_1,7150,0,0,30-04-2025,Fees Collected for TERM_1 ON 30-04-2025
093351fb-8b58-4c77-851f-efc1fb59bfb2,TERM_2,7550,0,0,08-07-2025,Fees Collected for TERM_2 ON 08-07-2025
093351fb-8b58-4c77-851f-efc1fb59bfb2,TERM_3,7150,0,0,19-09-2025,Fees Collected for TERM_3 ON 19-09-2025
093351fb-8b58-4c77-851f-efc1fb59bfb2,TERM_4,7150,0,0,09-02-2025,Fees Collected for TERM_4 ON 09-02-2025
8e45462e-5cc8-41c4-b82e-60af37df416f,TERM_1,0,0,0,10-08-2025,Fees Collected for TERM_1 ON 10-08-2025
8e45462e-5cc8-41c4-b82e-60af37df416f,TERM_2,0,0,0,16-10-2024,Fees Collected for TERM_2 ON 16-10-2024
8e45462e-5cc8-41c4-b82e-60af37df416f,TERM_4,0,0,0,04-05-2025,Fees Collected for TERM_4 ON 04-05-2025
3c621520-ba25-4093-9790-ebcaaa27cd11,TERM_1,7150,0,0,18-08-2025,Fees Collected for TERM_1 ON 18-08-2025
3c621520-ba25-4093-9790-ebcaaa27cd11,TERM_2,7550,0,0,15-04-2025,Fees Collected for TERM_2 ON 15-04-2025
3c621520-ba25-4093-9790-ebcaaa27cd11,TERM_3,7150,0,0,16-10-2025,Fees Collected for TERM_3 ON 16-10-2025
3c621520-ba25-4093-9790-ebcaaa27cd11,TERM_4,7150,0,0,26-08-2024,Fees Collected for TERM_4 ON 26-08-2024
fd3df2d3-3fa7-477b-ab6b-deedc4c8657f,TERM_1,7150,0,0,16-01-2025,Fees Collected for TERM_1 ON 16-01-2025
fd3df2d3-3fa7-477b-ab6b-deedc4c8657f,TERM_2,7550,0,0,29-07-2025,Fees Collected for TERM_2 ON 29-07-2025
fd3df2d3-3fa7-477b-ab6b-deedc4c8657f,TERM_3,7150,0,0,26-12-2025,Fees Collected for TERM_3 ON 26-12-2025
fd3df2d3-3fa7-477b-ab6b-deedc4c8657f,TERM_4,7150,0,0,01-08-2024,Fees Collected for TERM_4 ON 01-08-2024
9173c739-375b-4665-a7a3-b58c42a4a1b0,TERM_1,7150,0,0,16-07-2024,Fees Collected for TERM_1 ON 16-07-2024
9173c739-375b-4665-a7a3-b58c42a4a1b0,TERM_2,7550,0,0,29-11-2025,Fees Collected for TERM_2 ON 29-11-2025
9173c739-375b-4665-a7a3-b58c42a4a1b0,TERM_3,7150,0,0,23-05-2025,Fees Collected for TERM_3 ON 23-05-2025
9173c739-375b-4665-a7a3-b58c42a4a1b0,TERM_4,7150,0,0,01-05-2025,Fees Collected for TERM_4 ON 01-05-2025
1be44e19-2f97-4da2-9299-e1586c2d2d05,TERM_1,7150,0,0,26-12-2025,Fees Collected for TERM_1 ON 26-12-2025
1be44e19-2f97-4da2-9299-e1586c2d2d05,TERM_2,7550,0,0,27-09-2025,Fees Collected for TERM_2 ON 27-09-2025
1be44e19-2f97-4da2-9299-e1586c2d2d05,TERM_3,7150,0,0,06-12-2025,Fees Collected for TERM_3 ON 06-12-2025
1be44e19-2f97-4da2-9299-e1586c2d2d05,TERM_4,7150,0,0,20-10-2024,Fees Collected for TERM_4 ON 20-10-2024
05e57d50-2674-4af9-b510-f3b3099aff51,TERM_1,0,0,0,10-07-2024,Fees Collected for TERM_1 ON 10-07-2024
05e57d50-2674-4af9-b510-f3b3099aff51,TERM_2,0,0,0,10-01-2025,Fees Collected for TERM_2 ON 10-01-2025
05e57d50-2674-4af9-b510-f3b3099aff51,TERM_4,0,0,0,18-08-2025,Fees Collected for TERM_4 ON 18-08-2025
7c8cf589-db6e-4435-9696-bb57da42b642,TERM_1,7150,0,0,14-01-2025,Fees Collected for TERM_1 ON 14-01-2025
7c8cf589-db6e-4435-9696-bb57da42b642,TERM_2,0,0,0,24-08-2024,Fees Collected for TERM_2 ON 24-08-2024
7c8cf589-db6e-4435-9696-bb57da42b642,TERM_4,0,0,0,24-03-2025,Fees Collected for TERM_4 ON 24-03-2025
48d6badf-b54c-49e1-af90-3fb7ca0c0c90,TERM_1,7150,0,0,27-09-2024,Fees Collected for TERM_1 ON 27-09-2024
48d6badf-b54c-49e1-af90-3fb7ca0c0c90,TERM_2,0,0,0,19-12-2025,Fees Collected for TERM_2 ON 19-12-2025
48d6badf-b54c-49e1-af90-3fb7ca0c0c90,TERM_4,0,0,0,22-11-2025,Fees Collected for TERM_4 ON 22-11-2025
51155fda-3e99-4945-b4d5-49184bdc6143,TERM_1,7150,0,0,25-08-2025,Fees Collected for TERM_1 ON 25-08-2025
51155fda-3e99-4945-b4d5-49184bdc6143,TERM_2,7550,0,0,09-03-2025,Fees Collected for TERM_2 ON 09-03-2025
51155fda-3e99-4945-b4d5-49184bdc6143,TERM_3,7150,0,0,06-09-2025,Fees Collected for TERM_3 ON 06-09-2025
51155fda-3e99-4945-b4d5-49184bdc6143,TERM_4,7150,0,0,30-06-2025,Fees Collected for TERM_4 ON 30-06-2025
73519f5d-d9e5-48e8-add6-644ad8609f52,TERM_1,7150,0,0,12-07-2025,Fees Collected for TERM_1 ON 12-07-2025
73519f5d-d9e5-48e8-add6-644ad8609f52,TERM_2,7550,0,0,03-06-2025,Fees Collected for TERM_2 ON 03-06-2025
73519f5d-d9e5-48e8-add6-644ad8609f52,TERM_3,7150,0,0,04-04-2025,Fees Collected for TERM_3 ON 04-04-2025
73519f5d-d9e5-48e8-add6-644ad8609f52,TERM_4,7150,0,0,08-12-2025,Fees Collected for TERM_4 ON 08-12-2025
459a824c-ac54-4632-a6cf-cdb295613e8b,TERM_1,7150,0,0,29-05-2025,Fees Collected for TERM_1 ON 29-05-2025
459a824c-ac54-4632-a6cf-cdb295613e8b,TERM_2,7550,0,0,12-01-2025,Fees Collected for TERM_2 ON 12-01-2025
459a824c-ac54-4632-a6cf-cdb295613e8b,TERM_3,7150,0,0,15-11-2025,Fees Collected for TERM_3 ON 15-11-2025
459a824c-ac54-4632-a6cf-cdb295613e8b,TERM_4,7150,0,0,20-05-2025,Fees Collected for TERM_4 ON 20-05-2025
7cc008a8-11f9-4260-879e-8af9b72898af,TERM_1,7150,0,0,08-04-2025,Fees Collected for TERM_1 ON 08-04-2025
7cc008a8-11f9-4260-879e-8af9b72898af,TERM_2,7550,0,0,09-10-2024,Fees Collected for TERM_2 ON 09-10-2024
7cc008a8-11f9-4260-879e-8af9b72898af,TERM_3,7150,0,0,16-11-2025,Fees Collected for TERM_3 ON 16-11-2025
7cc008a8-11f9-4260-879e-8af9b72898af,TERM_4,7150,0,0,20-07-2025,Fees Collected for TERM_4 ON 20-07-2025
de3c4450-d9d3-47f9-abd5-30ced677e20d,TERM_1,7150,0,0,16-10-2025,Fees Collected for TERM_1 ON 16-10-2025
de3c4450-d9d3-47f9-abd5-30ced677e20d,TERM_2,7550,0,0,26-09-2024,Fees Collected for TERM_2 ON 26-09-2024
de3c4450-d9d3-47f9-abd5-30ced677e20d,TERM_3,7150,0,0,20-04-2025,Fees Collected for TERM_3 ON 20-04-2025
de3c4450-d9d3-47f9-abd5-30ced677e20d,TERM_4,7150,0,0,22-07-2024,Fees Collected for TERM_4 ON 22-07-2024
1e381dda-a4af-4e44-86f5-9517c3759cbe,TERM_1,7150,0,0,06-04-2025,Fees Collected for TERM_1 ON 06-04-2025
1e381dda-a4af-4e44-86f5-9517c3759cbe,TERM_2,7550,0,0,09-09-2025,Fees Collected for TERM_2 ON 09-09-2025
1e381dda-a4af-4e44-86f5-9517c3759cbe,TERM_3,7150,0,0,05-12-2025,Fees Collected for TERM_3 ON 05-12-2025
1e381dda-a4af-4e44-86f5-9517c3759cbe,TERM_4,7150,0,0,11-02-2025,Fees Collected for TERM_4 ON 11-02-2025
b280e9e6-6a30-4308-b67c-742d3d198606,TERM_1,7150,0,0,04-04-2025,Fees Collected for TERM_1 ON 04-04-2025
b280e9e6-6a30-4308-b67c-742d3d198606,TERM_2,7550,0,0,03-10-2024,Fees Collected for TERM_2 ON 03-10-2024
b280e9e6-6a30-4308-b67c-742d3d198606,TERM_3,7150,0,0,17-12-2024,Fees Collected for TERM_3 ON 17-12-2024
b280e9e6-6a30-4308-b67c-742d3d198606,TERM_4,7150,0,0,26-08-2024,Fees Collected for TERM_4 ON 26-08-2024
40737027-aa9e-4757-858d-6854081a8901,TERM_1,7150,0,0,01-03-2025,Fees Collected for TERM_1 ON 01-03-2025
40737027-aa9e-4757-858d-6854081a8901,TERM_2,7550,0,0,11-06-2025,Fees Collected for TERM_2 ON 11-06-2025
40737027-aa9e-4757-858d-6854081a8901,TERM_3,7150,0,0,12-03-2025,Fees Collected for TERM_3 ON 12-03-2025
40737027-aa9e-4757-858d-6854081a8901,TERM_4,7150,0,0,10-07-2024,Fees Collected for TERM_4 ON 10-07-2024
8f57ae65-8bf4-47ec-a9fb-c57c49a89434,TERM_1,7150,0,0,27-08-2025,Fees Collected for TERM_1 ON 27-08-2025
8f57ae65-8bf4-47ec-a9fb-c57c49a89434,TERM_2,7550,0,0,02-12-2024,Fees Collected for TERM_2 ON 02-12-2024
8f57ae65-8bf4-47ec-a9fb-c57c49a89434,TERM_3,7150,0,0,13-09-2025,Fees Collected for TERM_3 ON 13-09-2025
8f57ae65-8bf4-47ec-a9fb-c57c49a89434,TERM_4,7150,0,0,03-09-2025,Fees Collected for TERM_4 ON 03-09-2025
4dd8cc26-b053-4e28-9c1f-b209ee7e9151,TERM_1,7150,0,0,12-11-2025,Fees Collected for TERM_1 ON 12-11-2025
4dd8cc26-b053-4e28-9c1f-b209ee7e9151,TERM_2,7550,0,0,09-12-2025,Fees Collected for TERM_2 ON 09-12-2025
4dd8cc26-b053-4e28-9c1f-b209ee7e9151,TERM_3,7150,0,0,30-08-2024,Fees Collected for TERM_3 ON 30-08-2024
4dd8cc26-b053-4e28-9c1f-b209ee7e9151,TERM_4,7150,0,0,05-08-2025,Fees Collected for TERM_4 ON 05-08-2025
b3ff586d-2842-4cc7-bff7-b0390236f75a,TERM_1,7150,0,0,02-08-2024,Fees Collected for TERM_1 ON 02-08-2024
b3ff586d-2842-4cc7-bff7-b0390236f75a,TERM_2,7550,0,0,13-04-2025,Fees Collected for TERM_2 ON 13-04-2025
b3ff586d-2842-4cc7-bff7-b0390236f75a,TERM_3,7150,0,0,02-11-2024,Fees Collected for TERM_3 ON 02-11-2024
b3ff586d-2842-4cc7-bff7-b0390236f75a,TERM_4,7150,0,0,06-01-2025,Fees Collected for TERM_4 ON 06-01-2025
4a182d6a-7683-4be0-84a7-fb74ee666140,TERM_1,7150,0,0,08-12-2025,Fees Collected for TERM_1 ON 08-12-2025
4a182d6a-7683-4be0-84a7-fb74ee666140,TERM_2,7550,0,0,12-12-2025,Fees Collected for TERM_2 ON 12-12-2025
4a182d6a-7683-4be0-84a7-fb74ee666140,TERM_3,7150,0,0,05-12-2024,Fees Collected for TERM_3 ON 05-12-2024
4a182d6a-7683-4be0-84a7-fb74ee666140,TERM_4,7150,0,0,20-09-2024,Fees Collected for TERM_4 ON 20-09-2024
ac8cff46-6ec7-4f1b-9e34-0e0b4696cf45,TERM_1,7150,0,0,13-06-2025,Fees Collected for TERM_1 ON 13-06-2025
ac8cff46-6ec7-4f1b-9e34-0e0b4696cf45,TERM_2,7550,0,0,22-11-2024,Fees Collected for TERM_2 ON 22-11-2024
ac8cff46-6ec7-4f1b-9e34-0e0b4696cf45,TERM_3,7150,0,0,09-12-2024,Fees Collected for TERM_3 ON 09-12-2024
ac8cff46-6ec7-4f1b-9e34-0e0b4696cf45,TERM_4,7150,0,0,14-02-2025,Fees Collected for TERM_4 ON 14-02-2025
55a96dac-531f-4483-b396-8d6e376219c1,TERM_1,7150,0,0,18-06-2025,Fees Collected for TERM_1 ON 18-06-2025
55a96dac-531f-4483-b396-8d6e376219c1,TERM_2,7550,0,0,05-02-2025,Fees Collected for TERM_2 ON 05-02-2025
55a96dac-531f-4483-b396-8d6e376219c1,TERM_3,7150,0,0,18-05-2025,Fees Collected for TERM_3 ON 18-05-2025
55a96dac-531f-4483-b396-8d6e376219c1,TERM_4,7150,0,0,12-09-2025,Fees Collected for TERM_4 ON 12-09-2025
8cae32cf-026d-49ee-9eb1-1a98a3dce36c,TERM_1,7150,0,0,11-08-2024,Fees Collected for TERM_1 ON 11-08-2024
8cae32cf-026d-49ee-9eb1-1a98a3dce36c,TERM_2,7550,0,0,14-06-2025,Fees Collected for TERM_2 ON 14-06-2025
8cae32cf-026d-49ee-9eb1-1a98a3dce36c,TERM_3,7150,0,0,25-11-2025,Fees Collected for TERM_3 ON 25-11-2025
8cae32cf-026d-49ee-9eb1-1a98a3dce36c,TERM_4,7150,0,0,12-11-2025,Fees Collected for TERM_4 ON 12-11-2025
7a499d1a-30ac-42cf-b393-1b87bfe6be6a,TERM_1,7150,0,0,22-10-2024,Fees Collected for TERM_1 ON 22-10-2024
7a499d1a-30ac-42cf-b393-1b87bfe6be6a,TERM_2,7550,0,0,05-02-2025,Fees Collected for TERM_2 ON 05-02-2025
7a499d1a-30ac-42cf-b393-1b87bfe6be6a,TERM_3,7150,0,0,05-11-2024,Fees Collected for TERM_3 ON 05-11-2024
7a499d1a-30ac-42cf-b393-1b87bfe6be6a,TERM_4,6650,500,0,29-10-2025,Fees Collected for TERM_4 ON 29-10-2025
c8a2444c-05c6-4820-8ef1-ef4549242572,TERM_1,7150,0,0,11-04-2025,Fees Collected for TERM_1 ON 11-04-2025
c8a2444c-05c6-4820-8ef1-ef4549242572,TERM_2,7550,0,0,22-05-2025,Fees Collected for TERM_2 ON 22-05-2025
c8a2444c-05c6-4820-8ef1-ef4549242572,TERM_3,7150,0,0,15-06-2024,Fees Collected for TERM_3 ON 15-06-2024
c8a2444c-05c6-4820-8ef1-ef4549242572,TERM_4,0,7150,0,29-11-2025,Fees Collected for TERM_4 ON 29-11-2025
f3c507ae-6c03-41fb-9f96-657bc9875c17,TERM_1,7150,0,0,09-09-2024,Fees Collected for TERM_1 ON 09-09-2024
f3c507ae-6c03-41fb-9f96-657bc9875c17,TERM_2,7550,0,0,17-10-2024,Fees Collected for TERM_2 ON 17-10-2024
f3c507ae-6c03-41fb-9f96-657bc9875c17,TERM_3,7150,0,0,07-12-2024,Fees Collected for TERM_3 ON 07-12-2024
f3c507ae-6c03-41fb-9f96-657bc9875c17,TERM_4,7150,0,0,23-06-2024,Fees Collected for TERM_4 ON 23-06-2024
c9563339-831e-4955-b9d4-0ad7575eb3f5,TERM_1,7150,0,0,21-11-2025,Fees Collected for TERM_1 ON 21-11-2025
c9563339-831e-4955-b9d4-0ad7575eb3f5,TERM_2,7550,0,0,17-12-2025,Fees Collected for TERM_2 ON 17-12-2025
c9563339-831e-4955-b9d4-0ad7575eb3f5,TERM_3,7150,0,0,26-06-2025,Fees Collected for TERM_3 ON 26-06-2025
c9563339-831e-4955-b9d4-0ad7575eb3f5,TERM_4,7150,0,0,18-06-2025,Fees Collected for TERM_4 ON 18-06-2025
52215805-9dc0-4acf-97f5-5581cca6e859,TERM_1,7150,0,0,26-02-2025,Fees Collected for TERM_1 ON 26-02-2025
52215805-9dc0-4acf-97f5-5581cca6e859,TERM_2,7550,0,0,12-08-2024,Fees Collected for TERM_2 ON 12-08-2024
52215805-9dc0-4acf-97f5-5581cca6e859,TERM_3,7150,0,0,18-01-2025,Fees Collected for TERM_3 ON 18-01-2025
52215805-9dc0-4acf-97f5-5581cca6e859,TERM_4,7150,0,0,22-01-2025,Fees Collected for TERM_4 ON 22-01-2025
120a88cd-2a2b-48f1-a9ea-c8664eb9f1d7,TERM_1,7150,0,0,02-09-2025,Fees Collected for TERM_1 ON 02-09-2025
120a88cd-2a2b-48f1-a9ea-c8664eb9f1d7,TERM_2,7550,0,0,26-11-2024,Fees Collected for TERM_2 ON 26-11-2024
120a88cd-2a2b-48f1-a9ea-c8664eb9f1d7,TERM_3,7150,0,0,26-02-2025,Fees Collected for TERM_3 ON 26-02-2025
120a88cd-2a2b-48f1-a9ea-c8664eb9f1d7,TERM_4,7150,0,0,18-06-2024,Fees Collected for TERM_4 ON 18-06-2024
25ecca9e-d9f5-4db6-a44a-8eeb9c65f0b7,TERM_1,7150,0,0,13-06-2024,Fees Collected for TERM_1 ON 13-06-2024
25ecca9e-d9f5-4db6-a44a-8eeb9c65f0b7,TERM_2,7550,0,0,12-06-2025,Fees Collected for TERM_2 ON 12-06-2025
25ecca9e-d9f5-4db6-a44a-8eeb9c65f0b7,TERM_3,7150,0,0,09-01-2025,Fees Collected for TERM_3 ON 09-01-2025
25ecca9e-d9f5-4db6-a44a-8eeb9c65f0b7,TERM_4,7150,0,0,16-09-2024,Fees Collected for TERM_4 ON 16-09-2024
31fd9729-6454-4c54-b0bf-2f96266dda4f,TERM_1,7150,0,0,14-04-2025,Fees Collected for TERM_1 ON 14-04-2025
31fd9729-6454-4c54-b0bf-2f96266dda4f,TERM_2,7550,0,0,14-08-2024,Fees Collected for TERM_2 ON 14-08-2024
31fd9729-6454-4c54-b0bf-2f96266dda4f,TERM_3,7150,0,0,02-02-2025,Fees Collected for TERM_3 ON 02-02-2025
31fd9729-6454-4c54-b0bf-2f96266dda4f,TERM_4,7150,0,0,18-11-2024,Fees Collected for TERM_4 ON 18-11-2024
ce99db63-8ec5-4bc9-82cc-6d15d32c1b3e,TERM_1,7150,0,0,15-05-2025,Fees Collected for TERM_1 ON 15-05-2025
ce99db63-8ec5-4bc9-82cc-6d15d32c1b3e,TERM_2,7550,0,0,30-11-2025,Fees Collected for TERM_2 ON 30-11-2025
ce99db63-8ec5-4bc9-82cc-6d15d32c1b3e,TERM_3,7150,0,0,12-03-2025,Fees Collected for TERM_3 ON 12-03-2025
ce99db63-8ec5-4bc9-82cc-6d15d32c1b3e,TERM_4,7150,0,0,01-03-2025,Fees Collected for TERM_4 ON 01-03-2025
b6ae990b-179e-411a-9afa-eaa596867f1d,TERM_1,7150,0,0,25-10-2025,Fees Collected for TERM_1 ON 25-10-2025
b6ae990b-179e-411a-9afa-eaa596867f1d,TERM_2,7550,0,0,10-01-2025,Fees Collected for TERM_2 ON 10-01-2025
b6ae990b-179e-411a-9afa-eaa596867f1d,TERM_3,7150,0,0,14-12-2025,Fees Collected for TERM_3 ON 14-12-2025
b6ae990b-179e-411a-9afa-eaa596867f1d,TERM_4,7150,0,0,26-10-2025,Fees Collected for TERM_4 ON 26-10-2025
3865238a-722f-40e3-8c62-3e63409a7250,TERM_1,7150,0,0,23-08-2024,Fees Collected for TERM_1 ON 23-08-2024
3865238a-722f-40e3-8c62-3e63409a7250,TERM_2,7550,0,0,30-06-2025,Fees Collected for TERM_2 ON 30-06-2025
3865238a-722f-40e3-8c62-3e63409a7250,TERM_3,7150,0,0,21-01-2025,Fees Collected for TERM_3 ON 21-01-2025
3865238a-722f-40e3-8c62-3e63409a7250,TERM_4,7150,0,0,20-06-2024,Fees Collected for TERM_4 ON 20-06-2024
5813dca8-f74d-4ee9-9b4d-5935ff1c3a74,TERM_1,7150,0,0,30-11-2024,Fees Collected for TERM_1 ON 30-11-2024
5813dca8-f74d-4ee9-9b4d-5935ff1c3a74,TERM_2,7550,0,0,05-10-2025,Fees Collected for TERM_2 ON 05-10-2025
5813dca8-f74d-4ee9-9b4d-5935ff1c3a74,TERM_3,7150,0,0,06-01-2025,Fees Collected for TERM_3 ON 06-01-2025
5813dca8-f74d-4ee9-9b4d-5935ff1c3a74,TERM_4,7150,0,0,03-05-2025,Fees Collected for TERM_4 ON 03-05-2025
05aa64f4-0d9a-4b52-a0cb-c5be093a7cd2,TERM_1,7150,0,0,25-07-2024,Fees Collected for TERM_1 ON 25-07-2024
